property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,sector 22,2.0,2.0,2.0,2,Relatively New,1533.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 48,1.78,3.0,4.0,2,Relatively New,1527.0,1.0,0.0,0.0,1.0,0.0,1.0,Medium,Mid Floor
house,sector 7,3.85,4.0,4.0,3,Old Property,2628.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37c,1.0,3.0,3.0,3+,Relatively New,1708.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 28,4.5,4.0,4.0,0,Relatively New,3240.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 47,1.8,4.0,4.0,3+,Moderately Old,2859.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 50,6.8,4.0,4.0,3+,Old Property,2160.0,1.0,1.0,0.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 90,0.65,2.0,2.0,3,Relatively New,1223.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 67,2.65,3.0,3.0,3,Relatively New,2047.0,0.0,0.0,0.0,0.0,1.0,0.0,high,Low Floor
flat,sector 84,1.1,3.0,3.0,3+,Moderately Old,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 62,2.15,2.0,2.0,3,Under Construction,1676.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 33,1.35,2.0,2.0,2,New Property,1210.0,1.0,0.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sohna road road,1.5,2.0,2.0,3,New Property,1361.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sohna road,0.36,2.0,2.0,1,New Property,523.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,manesar,0.9,3.0,3.0,3+,Moderately Old,2072.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.3,2.0,2.0,3,Relatively New,1009.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 109,6.3,4.0,5.0,3+,Relatively New,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 63,7.52,4.0,4.0,3,New Property,3956.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 85,1.5,4.0,5.0,3+,New Property,2017.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 106,1.0,2.0,2.0,3+,New Property,940.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 38,2.1,4.0,4.0,3+,Old Property,1954.0,0.0,0.0,0.0,0.0,0.0,2.0,Low,Mid Floor
flat,sector 89,0.88,2.0,2.0,3,New Property,1228.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 26,19.0,6.0,6.0,3,Relatively New,4518.0,1.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 33,2.5,3.0,3.0,2,New Property,2093.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 102,1.77,3.0,3.0,3,Relatively New,1655.0,0.0,0.0,0.0,0.0,0.0,1.0,high,Low Floor
flat,sector 104,2.62,4.0,4.0,3+,Relatively New,2853.0,0.0,1.0,0.0,0.0,0.0,1.0,high,High Floor
house,sector 13,9.0,10.0,5.0,3+,Old Property,8100.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 78,0.95,3.0,3.0,2,Relatively New,1730.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 63,3.0,3.0,3.0,3+,Relatively New,1642.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 83,0.84,2.0,2.0,2,Moderately Old,1128.0,0.0,0.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 112,3.75,3.0,5.0,3+,Relatively New,2538.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 83,0.85,2.0,2.0,2,Moderately Old,1100.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 99,0.82,2.0,2.0,3,New Property,1365.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 70,1.63,3.0,3.0,3,New Property,1528.0,0.0,1.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 113,2.78,3.0,4.0,3+,Relatively New,2350.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 81,0.82,2.0,2.0,3,Relatively New,955.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 61,2.04,3.0,3.0,3+,Moderately Old,1595.0,0.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
flat,manesar,0.6,3.0,2.0,2,Moderately Old,1278.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.75,3.0,4.0,2,Relatively New,2056.0,0.0,0.0,0.0,0.0,0.0,0.0,high,Low Floor
house,sector 56,3.6,5.0,5.0,3+,Moderately Old,1449.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 69,1.3,3.0,3.0,1,Relatively New,1393.0,0.0,0.0,0.0,1.0,0.0,0.0,Medium,High Floor
house,sector 48,7.25,3.0,4.0,2,Moderately Old,2592.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 62,8.35,4.0,6.0,3,Relatively New,3876.0,0.0,1.0,0.0,1.0,0.0,1.0,high,High Floor
flat,sector 37d,0.68,2.0,2.0,3,New Property,644.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
house,sohna road road,5.5,3.0,3.0,3+,Moderately Old,3500.0,1.0,1.0,0.0,1.0,1.0,1.0,Low,Low Floor
flat,sector 70a,1.75,3.0,4.0,3+,Relatively New,1706.0,0.0,0.0,0.0,0.0,1.0,2.0,Low,High Floor
flat,sector 83,1.8,3.0,4.0,3+,Relatively New,1667.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 3 phase 2,0.4,3.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 79,1.45,2.0,2.0,3+,Relatively New,1494.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 4,0.55,2.0,1.0,1,Moderately Old,75.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 83,1.25,4.0,4.0,3,Moderately Old,1971.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 69,1.0,4.0,3.0,0,Relatively New,1826.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 91,1.4,3.0,3.0,3+,Relatively New,1700.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 3,0.8,2.0,4.0,1,Moderately Old,981.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 106,1.15,3.0,4.0,3+,Relatively New,1186.0,1.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 70,1.65,3.0,5.0,3,Relatively New,1528.0,0.0,1.0,0.0,1.0,0.0,1.0,high,Mid Floor
flat,sector 85,1.11,2.0,2.0,3,Relatively New,1630.0,0.0,0.0,1.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 4,1.05,3.0,2.0,2,New Property,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 37c,0.55,1.0,1.0,0,Relatively New,669.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 77,1.09,3.0,4.0,3+,Relatively New,1834.0,0.0,1.0,0.0,0.0,1.0,0.0,high,Mid Floor
flat,sector 92,1.25,4.0,4.0,3,Relatively New,1941.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 92,1.12,4.0,4.0,2,Relatively New,2322.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 4,0.4,1.0,1.0,1,Moderately Old,432.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 57,3.3,4.0,4.0,2,Moderately Old,1728.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 109,1.75,3.0,3.0,3,Relatively New,1550.0,0.0,0.0,0.0,1.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.95,2.0,2.0,3+,New Property,1129.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 66,3.0,4.0,4.0,3,Relatively New,2700.0,1.0,1.0,0.0,1.0,1.0,0.0,high,Mid Floor
flat,sector 28,2.3,3.0,3.0,3,Moderately Old,1777.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 7,0.8,3.0,2.0,1,Relatively New,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 113,2.33,3.0,3.0,3,New Property,2098.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 90,1.76,4.0,4.0,3+,Relatively New,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 28,2.58,4.0,2.0,2,Relatively New,1458.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,1.3,2.0,2.0,3+,Relatively New,1491.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 56,3.4,3.0,6.0,3+,Moderately Old,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67,3.0,3.0,3.0,3+,Relatively New,2047.0,0.0,0.0,1.0,0.0,0.0,0.0,high,Mid Floor
flat,sohna road,0.68,2.0,2.0,2,New Property,916.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 37d,1.49,3.0,3.0,3,Relatively New,1707.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,High Floor
flat,sector 92,0.8,4.0,3.0,2,Relatively New,1721.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 69,1.95,4.0,4.0,2,Relatively New,1821.0,0.0,0.0,0.0,0.0,0.0,1.0,high,Low Floor
flat,sohna road,0.26,2.0,2.0,1,Relatively New,535.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 89,0.5,2.0,2.0,1,Relatively New,672.0,0.0,0.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 37c,0.78,2.0,2.0,3,Moderately Old,1068.1,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 37d,1.17,2.0,2.0,2,Relatively New,1277.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 68,2.22,3.0,2.0,3,Relatively New,1404.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 36a,0.65,2.0,2.0,2,Relatively New,658.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 4,0.65,2.0,1.0,1,Moderately Old,500.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 60,3.75,4.0,5.0,3,Relatively New,2536.0,0.0,1.0,0.0,0.0,0.0,1.0,high,High Floor
flat,sector 72,3.25,3.0,3.0,3,Moderately Old,2989.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 46,4.35,3.0,8.0,2,Relatively New,1836.0,1.0,0.0,0.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 67,2.9,3.0,3.0,3,Relatively New,2047.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,Low Floor
house,sector 7,0.69,1.0,1.0,1,Old Property,758.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 110,1.91,2.0,2.0,2,New Property,1278.0,0.0,0.0,0.0,0.0,0.0,2.0,Medium,High Floor
flat,sector 112,4.25,3.0,5.0,2,Relatively New,3000.0,0.0,1.0,0.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 82,0.99,3.0,4.0,2,New Property,1621.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sohna road,0.95,2.0,2.0,3+,Under Construction,1050.0,1.0,0.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 48,2.7,3.0,3.0,3+,Relatively New,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 82,1.25,3.0,4.0,3+,Under Construction,1775.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 49,2.9,4.0,4.0,3+,Moderately Old,2159.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 62,2.45,2.0,2.0,2,New Property,1200.0,1.0,0.0,0.0,0.0,0.0,2.0,high,Mid Floor
house,sector 2,2.75,3.0,3.0,3,Moderately Old,1557.0,1.0,0.0,0.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 43,6.0,4.0,4.0,3+,Old Property,2556.0,0.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
house,sector 5,3.5,5.0,4.0,2,Old Property,2367.0,0.0,0.0,0.0,1.0,1.0,1.0,Low,Low Floor
flat,sector 108,2.08,4.0,4.0,3+,Relatively New,2631.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,1.7,3.0,3.0,3,Moderately Old,2200.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 43,9.5,5.0,5.0,3+,Relatively New,2250.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Low Floor
house,sector 106,5.6,5.0,4.0,3+,New Property,4000.0,1.0,1.0,1.0,1.0,0.0,1.0,high,High Floor
house,sector 8,0.59,2.0,2.0,2,Moderately Old,585.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 90,1.25,3.0,3.0,3,Relatively New,1640.0,0.0,0.0,0.0,1.0,0.0,1.0,high,Mid Floor
flat,sector 69,1.46,3.0,3.0,2,Relatively New,1429.0,0.0,0.0,0.0,1.0,0.0,0.0,high,Low Floor
flat,sector 49,2.09,3.0,3.0,3,Relatively New,1635.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 37c,1.5,3.0,4.0,3+,New Property,2136.0,0.0,1.0,0.0,0.0,1.0,1.0,Medium,High Floor
flat,sohna road,0.55,2.0,2.0,3,New Property,828.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.22,1.0,1.0,1,Relatively New,477.809521,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 104,0.82,2.0,2.0,3,Relatively New,86.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 81,2.28,3.0,3.0,3+,Relatively New,1750.0,0.0,1.0,0.0,0.0,0.0,2.0,Low,High Floor
flat,sector 92,0.66,3.0,2.0,2,Relatively New,1473.0,0.0,0.0,0.0,0.0,0.0,2.0,Low,High Floor
flat,sector 70a,2.52,3.0,4.0,3,Relatively New,2129.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 109,2.15,3.0,4.0,3,Relatively New,1898.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 81,2.2,3.0,3.0,3+,Relatively New,1570.0,1.0,1.0,0.0,1.0,1.0,2.0,Low,Mid Floor
house,sector 15,1.8,4.0,3.0,1,Old Property,1800.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,1.1,2.0,2.0,3+,Relatively New,1465.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,0.91,3.0,2.0,2,Moderately Old,1473.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 68,0.82,2.0,2.0,3+,Under Construction,1069.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,High Floor
flat,sector 85,1.77,3.0,4.0,3+,New Property,2181.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 93,0.4,2.0,2.0,2,New Property,604.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 50,11.0,4.0,4.0,3+,Moderately Old,2700.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 93,1.25,4.0,4.0,3,Relatively New,2105.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 12,1.15,3.0,4.0,2,Old Property,2000.0,1.0,1.0,0.0,0.0,1.0,0.0,Low,Low Floor
house,sector 9,3.5,9.0,9.0,3+,Relatively New,2610.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 105,1.2,3.0,2.0,1,Old Property,1185.51,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 3,3.5,1.0,1.0,0,Old Property,3800.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 110,0.34,1.0,1.0,0,Moderately Old,500.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 104,2.6,3.0,4.0,3+,Relatively New,2062.0,1.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,2.1,3.0,4.0,3+,Relatively New,1947.0,1.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,1.7,3.0,3.0,3+,New Property,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
house,sohna road road,0.95,3.0,10.0,3+,New Property,1065.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 105,0.74,3.0,3.0,0,Moderately Old,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 56,1.59,4.0,3.0,3+,Old Property,1900.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,Mid Floor
flat,sector 83,0.4,1.0,1.0,1,Relatively New,520.0,0.0,0.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 78,0.99,2.0,2.0,3,Under Construction,1468.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,High Floor
flat,sector 74,1.57,2.0,2.0,3+,Relatively New,1300.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 95,0.4,3.0,2.0,2,New Property,761.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 39,1.7,2.0,2.0,3+,Moderately Old,900.0,0.0,1.0,1.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.76,3.0,4.0,2,Relatively New,1676.0,0.0,0.0,0.0,0.0,0.0,1.0,high,Low Floor
flat,sector 69,1.78,4.0,4.0,2,Relatively New,1821.0,0.0,0.0,0.0,1.0,0.0,0.0,high,Mid Floor
flat,sector 107,0.37,2.0,2.0,1,Relatively New,496.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 48,18.5,4.0,4.0,1,Moderately Old,7000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,1.65,3.0,4.0,3,New Property,2181.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 90,0.47,2.0,2.0,1,New Property,767.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 88a,1.4,3.0,3.0,3+,Relatively New,1676.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 49,2.51,3.0,3.0,3+,Old Property,2061.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 90,0.47,2.0,2.0,1,New Property,767.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 4,0.7,3.0,2.0,1,New Property,684.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 81,4.35,4.0,4.0,3,Relatively New,5480.0,0.0,1.0,1.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 89,1.3,3.0,3.0,3+,New Property,2122.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 25,4.31,5.0,4.0,3,Old Property,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 95,0.72,3.0,3.0,2,Relatively New,1800.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 106,0.39,1.0,1.0,1,Relatively New,567.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,1.39,3.0,3.0,3,Moderately Old,1739.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 63a,0.7,1.0,1.0,0,Relatively New,693.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 113,1.5,2.0,2.0,2,New Property,1156.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 95,0.41,2.0,2.0,2,New Property,670.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 109,2.2,3.0,3.0,2,Moderately Old,2576.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 50,2.51,3.0,3.0,3,Moderately Old,2093.0,0.0,0.0,1.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 9,1.2,4.0,3.0,2,Moderately Old,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 89,1.3,3.0,3.0,2,New Property,1179.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Low Floor
house,sector 41,9.0,8.0,5.0,3+,Old Property,3240.0,0.0,1.0,1.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 69,1.68,3.0,3.0,2,Relatively New,1511.0,0.0,0.0,0.0,0.0,0.0,1.0,high,Low Floor
flat,sector 92,0.45,3.0,3.0,1,Relatively New,833.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,gwal pahari,1.45,3.0,3.0,3,Under Construction,1430.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 2,0.4,3.0,4.0,2,Moderately Old,900.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 82,3.0,4.0,6.0,3+,Relatively New,4429.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 104,2.55,4.0,4.0,3+,Relatively New,2510.0,0.0,1.0,0.0,0.0,0.0,1.0,high,High Floor
flat,sector 104,0.85,2.0,2.0,3,Relatively New,1611.0,1.0,0.0,0.0,0.0,1.0,1.0,Medium,High Floor
flat,sector 65,2.0,2.0,2.0,2,Relatively New,1433.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 70,1.8,3.0,5.0,3,New Property,2167.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
house,sector 49,2.8,3.0,3.0,3,Moderately Old,1800.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 83,1.12,3.0,3.0,2,Relatively New,1200.0,1.0,1.0,1.0,1.0,0.0,0.0,high,Mid Floor
flat,sector 63,8.5,4.0,4.0,0,New Property,3950.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 28,2.25,3.0,3.0,2,Old Property,1700.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 69,2.0,4.0,4.0,1,Relatively New,2186.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 84,0.85,3.0,3.0,3+,Relatively New,1562.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 36,0.75,3.0,1.0,0,New Property,1081.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 83,1.75,3.0,3.0,3,Relatively New,1600.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
house,sector 28,3.5,2.0,6.0,3,Relatively New,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 109,9.5,5.0,5.0,3+,Relatively New,3600.0,1.0,1.0,1.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 79,1.1,2.0,2.0,3+,New Property,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.75,2.0,2.0,0,Relatively New,1081.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 104,2.65,4.0,4.0,3+,Relatively New,2853.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 85,1.3,2.0,2.0,3,Relatively New,1131.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 56,0.58,1.0,1.0,1,Old Property,672.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 90,1.75,4.0,4.0,3+,Relatively New,2006.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 41,2.75,3.0,3.0,2,Old Property,1640.0,0.0,0.0,0.0,0.0,0.0,2.0,Medium,High Floor
house,sector 48,5.0,7.0,7.0,3,Moderately Old,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 79,1.28,3.0,3.0,3,Relatively New,1363.0,0.0,0.0,0.0,0.0,0.0,1.0,high,Mid Floor
house,sector 3,0.9,3.0,3.0,0,Old Property,112.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 70,1.23,2.0,2.0,3,Relatively New,1223.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 66,12.0,5.0,6.0,3+,New Property,3150.0,0.0,1.0,0.0,1.0,0.0,1.0,Low,Mid Floor
house,sector 25,6.25,5.0,5.0,3,Moderately Old,1800.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Low Floor
house,sector 6,0.66,3.0,2.0,1,Old Property,612.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 12,1.4,2.0,2.0,1,Old Property,166.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 69,1.6,3.0,3.0,2,Relatively New,1429.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 48,1.42,3.0,3.0,3,Moderately Old,1495.0,0.0,0.0,1.0,0.0,0.0,2.0,high,Low Floor
house,sector 4,0.5,2.0,2.0,2,New Property,450.0,1.0,1.0,0.0,1.0,1.0,1.0,Low,Low Floor
flat,sector 70a,1.27,2.0,2.0,3+,Relatively New,1449.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,High Floor
flat,sector 83,1.04,3.0,2.0,2,Moderately Old,1500.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 84,0.36,2.0,2.0,1,Relatively New,531.0,0.0,0.0,1.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 69,1.7,4.0,4.0,2,New Property,1821.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 50,2.75,3.0,3.0,3,Moderately Old,2400.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 37d,1.45,3.0,3.0,3,Relatively New,1640.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
