property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_category,floor_category
flat,sector 5,0.26,1.0,1.0,1,Relatively New,648.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,dwarka expressway,1.65,3.0,4.0,3,Under Construction,3094.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 7,0.54,2.0,2.0,1,Relatively New,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 82,1.37,3.0,3.0,3,Relatively New,2000.0,1.0,1.0,0.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 85,1.04,2.0,3.0,3+,Relatively New,1577.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,543.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 63a,3.85,3.0,3.0,3+,New Property,2771.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 85,1.15,2.0,2.0,3,Relatively New,1263.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 85,1.84,3.0,4.0,3,Relatively New,2027.0,0.0,0.0,0.0,1.0,0.0,1.0,high,Mid Floor
flat,sector 90,1.9,4.0,4.0,3+,Relatively New,2513.0,0.0,1.0,1.0,0.0,0.0,0.0,high,High Floor
house,sector 14,3.4,3.0,3.0,3,Old Property,2250.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 102,1.98,3.0,3.0,3+,Relatively New,2222.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,1.95,3.0,3.0,3+,New Property,1556.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 105,0.35,2.0,2.0,1,Moderately Old,556.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,1.99,4.0,4.0,3+,Relatively New,3030.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 70a,1.34,2.0,2.0,3+,New Property,1181.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 95,0.38,2.0,2.0,2,Relatively New,716.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 38,3.9,6.0,6.0,3+,Moderately Old,1836.0,1.0,1.0,0.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 82a,2.95,4.0,5.0,3+,Relatively New,2111.0,0.0,1.0,0.0,0.0,0.0,2.0,high,Mid Floor
flat,sector 48,5.15,3.0,3.0,3+,Moderately Old,2364.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 37c,1.0,3.0,3.0,3,Under Construction,1630.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 43,1.95,3.0,4.0,3+,New Property,1935.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,3.45,4.0,4.0,3+,Moderately Old,2529.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 111,2.65,3.0,4.0,2,Relatively New,2087.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 108,0.7,2.0,2.0,2,Moderately Old,1363.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 68,0.92,2.0,2.0,3,Under Construction,1128.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sector 84,0.34,2.0,2.0,1,Relatively New,533.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,3.0,4.0,4.0,3+,Relatively New,1975.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 3,1.2,2.0,2.0,3,Old Property,1308.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 77,1.25,3.0,4.0,3,Relatively New,1611.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 8,1.6,4.0,6.0,1,Relatively New,558.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,4.55,4.0,4.0,3+,Relatively New,4630.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sohna road,0.3,2.0,2.0,2,Relatively New,516.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 57,6.25,9.0,9.0,3+,New Property,2660.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,4.45,4.0,5.0,3+,Relatively New,7222.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sohna road,0.3,2.0,2.0,2,New Property,605.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 56,0.55,1.0,2.0,1,Old Property,678.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 70,2.1,4.0,5.0,3+,Moderately Old,2115.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 70,2.0,4.0,5.0,3+,Moderately Old,2115.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 82,0.81,2.0,2.0,2,Relatively New,1178.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,High Floor
house,sector 45,10.0,6.0,6.0,3+,Moderately Old,3240.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,1.08,4.0,4.0,2,New Property,1893.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 70a,1.9,4.0,3.0,3,New Property,2111.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 81,2.29,3.0,4.0,3+,Relatively New,1902.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium,High Floor
flat,sector 99a,0.31,2.0,2.0,2,New Property,583.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 65,2.9,4.0,4.0,3+,Relatively New,1975.0,1.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 92,1.0,4.0,3.0,2,Relatively New,2167.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 102,1.76,3.0,3.0,3,Relatively New,1533.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 66,2.4,3.0,2.0,3,Relatively New,1700.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 67a,0.7,2.0,2.0,1,New Property,657.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 104,1.32,2.0,2.0,2,Relatively New,1404.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1486.0,0.0,0.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 102,1.3,3.0,3.0,3,Relatively New,1389.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 49,2.35,3.0,3.0,3,Relatively New,2030.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,High Floor
flat,sector 91,0.87,2.0,2.0,2,Relatively New,1149.0,0.0,0.0,1.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 70,1.66,3.0,5.0,3,Relatively New,1528.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 58,3.8,3.0,4.0,1,Moderately Old,2164.0,0.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 22,2.55,3.0,3.0,3,Relatively New,1860.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,Mid Floor
house,sector 14,4.5,5.0,5.0,1,Relatively New,2778.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 52,1.55,4.0,4.0,3,Moderately Old,2100.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 85,0.8,3.0,4.0,3,Relatively New,1390.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 92,2.0,4.0,5.0,3+,Relatively New,2454.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 65,2.35,3.0,3.0,3,Relatively New,1650.0,1.0,1.0,0.0,0.0,0.0,1.0,high,Low Floor
flat,sector 69,1.32,3.0,3.0,1,Relatively New,1420.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 37d,1.4,3.0,3.0,3,Relatively New,1711.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 84,1.24,3.0,3.0,3,Relatively New,1650.0,1.0,0.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 79,1.2,3.0,3.0,3,Relatively New,1166.0,1.0,0.0,0.0,1.0,0.0,0.0,high,High Floor
flat,sohna road,0.35,2.0,2.0,2,New Property,658.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 81,0.95,2.0,2.0,2,Relatively New,1113.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 69,1.4,3.0,3.0,1,Relatively New,1420.0,0.0,0.0,0.0,0.0,0.0,1.0,high,High Floor
flat,sector 77,1.08,3.0,4.0,3+,Relatively New,1812.0,1.0,1.0,0.0,0.0,1.0,0.0,high,Mid Floor
flat,sector 99a,1.13,3.0,5.0,3,Relatively New,1790.0,0.0,1.0,0.0,0.0,1.0,1.0,Low,Mid Floor
house,sector 50,10.45,5.0,7.0,3+,Moderately Old,3240.0,1.0,1.0,0.0,1.0,1.0,0.0,high,Mid Floor
flat,sector 82,1.16,3.0,3.0,3+,Relatively New,1844.0,0.0,1.0,1.0,1.0,0.0,0.0,high,Low Floor
flat,sector 67a,1.5,2.0,2.0,2,Relatively New,1500.0,0.0,0.0,1.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 26,17.3,6.0,7.0,3+,New Property,4518.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 48,2.75,3.0,4.0,3+,Moderately Old,2575.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 37d,1.8,4.0,3.0,3,Relatively New,2026.0,1.0,1.0,0.0,1.0,0.0,1.0,Low,High Floor
flat,sector 106,1.4,3.0,4.0,3+,Under Construction,1594.0,1.0,1.0,0.0,0.0,1.0,1.0,Medium,High Floor
flat,sector 69,1.75,4.0,4.0,1,Relatively New,1784.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 52,5.0,5.0,7.0,3+,Moderately Old,5778.0,0.0,1.0,0.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 107,0.5,3.0,2.0,2,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 99,0.72,2.0,2.0,2,Relatively New,784.0,0.0,0.0,1.0,0.0,0.0,1.0,Low,High Floor
house,sector 14,5.0,3.0,3.0,3,Moderately Old,2250.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 102,1.26,2.0,2.0,3,Relatively New,1101.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 106,1.35,4.0,3.0,3,Old Property,1678.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 6,0.38,2.0,2.0,2,Moderately Old,944.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 69,2.05,4.0,4.0,2,Relatively New,1890.0,0.0,0.0,0.0,0.0,0.0,1.0,high,Low Floor
flat,sector 69,1.75,4.0,4.0,2,Relatively New,1821.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 109,1.45,3.0,4.0,3+,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 107,0.51,3.0,2.0,2,Relatively New,717.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 95,0.45,2.0,2.0,2,New Property,695.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 89,1.5,3.0,3.0,3,Relatively New,1925.0,1.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 79,1.72,3.0,4.0,3,New Property,2050.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.52,3.0,3.0,3,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 50,1.8,3.0,4.0,3+,Moderately Old,1870.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 105,0.45,3.0,2.0,1,Relatively New,1056.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Low Floor
house,sector 4,0.47,2.0,2.0,1,New Property,50.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 52,1.5,4.0,4.0,3,Old Property,1486.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 47,1.05,2.0,2.0,2,Relatively New,1108.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sohna road,0.35,2.0,2.0,2,Relatively New,556.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,1.2,3.0,3.0,3+,Relatively New,1573.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 108,2.33,3.0,3.0,3,Relatively New,1711.0,0.0,0.0,1.0,0.0,0.0,0.0,high,High Floor
flat,sector 89,0.97,2.0,2.0,2,New Property,1371.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 43,14.0,9.0,9.0,3+,Moderately Old,3510.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.5,3.0,4.0,3+,Relatively New,1797.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 79,2.5,3.0,3.0,3+,Relatively New,2244.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 95,0.56,2.0,2.0,2,Relatively New,1236.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 81,0.4,2.0,2.0,1,Relatively New,586.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 81,0.9,3.0,3.0,0,Relatively New,1780.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 33,1.5,3.0,3.0,3,Under Construction,1404.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 69,1.65,3.0,3.0,2,Relatively New,1578.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 24,1.45,3.0,3.0,1,Old Property,540.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 45,2.25,4.0,4.0,2,Old Property,3194.0,0.0,1.0,0.0,0.0,0.0,2.0,Low,Mid Floor
flat,sector 25,3.7,4.0,4.0,3,Old Property,2333.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
house,sector 12,0.35,2.0,1.0,0,Old Property,360.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 95,0.33,2.0,2.0,1,New Property,695.0,0.0,0.0,0.0,0.0,1.0,0.0,Medium,High Floor
flat,sector 92,0.95,4.0,5.0,3+,Relatively New,1895.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 4,0.55,3.0,3.0,2,Relatively New,1350.0,0.0,0.0,0.0,0.0,1.0,1.0,Low,Low Floor
flat,sector 82,1.22,3.0,5.0,3+,Relatively New,2000.0,0.0,1.0,0.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 71,1.16,3.0,3.0,3,Moderately Old,1579.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 69,0.8,1.0,1.0,0,New Property,763.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 104,2.6,4.0,4.0,3+,Relatively New,2853.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
house,sector 65,12.5,4.0,4.0,3+,Relatively New,3600.0,1.0,1.0,0.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 81,4.4,4.0,4.0,3+,New Property,3700.0,1.0,1.0,0.0,1.0,1.0,2.0,Low,Mid Floor
flat,sector 104,2.0,3.0,4.0,3+,Relatively New,2074.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 1,0.85,3.0,3.0,0,Moderately Old,2200.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 112,2.5,2.0,2.0,3,Relatively New,1939.03,1.0,0.0,0.0,1.0,0.0,0.0,high,Mid Floor
flat,sohna road,0.25,2.0,2.0,1,Relatively New,535.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 7,0.48,3.0,2.0,1,New Property,889.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sohna road,0.7,3.0,3.0,3,Relatively New,1281.0,0.0,0.0,0.0,1.0,0.0,1.0,high,Low Floor
house,sector 46,4.25,5.0,4.0,2,Moderately Old,1836.0,0.0,0.0,1.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 9,1.1,4.0,3.0,1,Old Property,200.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 37c,0.86,2.0,3.0,3,Relatively New,1442.0,1.0,0.0,0.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 49,2.7,3.0,4.0,3+,Moderately Old,2159.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 108,1.7,3.0,4.0,3+,Relatively New,1500.29,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 66,3.2,3.0,3.0,3,Relatively New,1800.0,1.0,1.0,1.0,1.0,0.0,0.0,Medium,High Floor
house,sector 7,0.27,2.0,2.0,1,Moderately Old,225.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 60,3.05,3.0,3.0,3,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 99a,1.05,2.0,2.0,3,Relatively New,1390.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 74,1.6,2.0,2.0,2,Relatively New,1509.0,0.0,0.0,0.0,0.0,0.0,0.0,high,High Floor
flat,sector 59,3.9,3.0,1.0,0,Under Construction,2295.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 56,2.05,4.0,4.0,3+,Moderately Old,2667.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,new,0.85,4.0,4.0,3,Moderately Old,1609.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 27,4.25,5.0,5.0,3+,Relatively New,1350.0,0.0,1.0,0.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 81,0.6,2.0,2.0,1,Under Construction,815.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
house,sector 4,2.35,4.0,4.0,2,Old Property,1440.0,0.0,0.0,0.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 33,1.55,3.0,4.0,1,Relatively New,1422.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 83,1.55,3.0,3.0,3,Relatively New,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 83,1.75,3.0,3.0,3+,Relatively New,1549.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 67a,1.85,4.0,4.0,0,New Property,2556.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 92,0.75,3.0,3.0,3,Relatively New,1415.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,Low Floor
flat,sector 79,1.85,3.0,4.0,3,New Property,1644.0,0.0,1.0,0.0,1.0,0.0,1.0,Low,High Floor
flat,sector 84,1.05,4.0,4.0,3+,New Property,1898.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 92,1.25,3.0,3.0,3,Relatively New,2278.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 90,0.7,2.0,2.0,3,New Property,1225.0,1.0,0.0,0.0,0.0,1.0,1.0,Medium,Mid Floor
flat,sohna road,0.32,2.0,2.0,1,New Property,644.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.9,4.0,4.0,3,Relatively New,2767.0,0.0,1.0,0.0,0.0,0.0,1.0,high,Mid Floor
flat,sector 102,1.4,3.0,3.0,3,Relatively New,1315.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 74,1.47,2.0,2.0,3,New Property,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sohna road,0.29,2.0,2.0,1,Relatively New,577.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 90,1.25,3.0,3.0,3,Moderately Old,1543.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 90,1.25,4.0,4.0,3,Relatively New,2861.0,1.0,0.0,0.0,1.0,0.0,1.0,high,Mid Floor
flat,sector 92,1.9,4.0,4.0,3+,Relatively New,1920.0,1.0,1.0,0.0,1.0,1.0,1.0,Low,Mid Floor
flat,sector 90,1.21,3.0,3.0,3+,Relatively New,1582.0,0.0,0.0,0.0,0.0,1.0,1.0,Medium,High Floor
flat,sector 65,1.9,2.0,2.0,2,Relatively New,1358.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
house,sector 43,1.65,4.0,4.0,3+,Moderately Old,540.0,0.0,0.0,0.0,0.0,1.0,2.0,Low,Mid Floor
flat,sector 81,2.35,3.0,4.0,3+,Relatively New,1559.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 84,1.2,2.0,2.0,3,Relatively New,1458.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.1,3.0,3.0,3,Relatively New,1155.0,1.0,0.0,0.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 33,1.27,2.0,2.0,3+,New Property,1253.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 79,1.69,3.0,3.0,2,Relatively New,1796.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 109,5.7,4.0,5.0,3+,Relatively New,5400.0,1.0,1.0,1.0,1.0,0.0,1.0,high,Mid Floor
house,sector 26,31.5,7.0,9.0,3+,Moderately Old,9000.0,1.0,1.0,1.0,1.0,0.0,2.0,Medium,Mid Floor
flat,sector 107,0.9,2.0,2.0,3,Relatively New,1281.0,1.0,0.0,0.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 85,1.05,2.0,2.0,3,Relatively New,1486.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 77,1.1,3.0,4.0,3+,Relatively New,1830.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.92,4.0,5.0,3+,Relatively New,2174.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 58,4.0,3.0,4.0,3,Old Property,2164.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 103,2.36,4.0,6.0,3+,Relatively New,2730.0,0.0,1.0,0.0,0.0,0.0,0.0,high,Mid Floor
flat,sector 90,1.8,4.0,4.0,3+,Moderately Old,2006.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 107,0.38,2.0,2.0,2,Relatively New,628.0,0.0,0.0,0.0,0.0,0.0,2.0,Low,Mid Floor
flat,sector 102,2.12,3.0,3.0,3,Relatively New,1852.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.9,2.0,2.0,2,Relatively New,1106.0,0.0,0.0,0.0,0.0,0.0,2.0,Medium,High Floor
house,sector 5,0.96,2.0,4.0,2,Moderately Old,945.0,0.0,0.0,1.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 81,4.2,4.0,4.0,3+,Relatively New,3513.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,High Floor
house,sector 24,2.75,7.0,7.0,3+,Moderately Old,3000.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,Mid Floor
house,sector 28,1.39,2.0,2.0,1,Old Property,1450.0,0.0,0.0,1.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 26,8.1,5.0,5.0,2,Old Property,2295.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 60,3.6,4.0,5.0,3,Relatively New,2606.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 95,0.2,1.0,1.0,1,Relatively New,407.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 57,2.5,3.0,3.0,3,Moderately Old,2038.0,0.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 72,3.09,5.0,5.0,3+,Relatively New,3653.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 70a,1.68,3.0,3.0,3+,New Property,1900.0,0.0,1.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 33,2.2,3.0,3.0,3,New Property,1902.0,0.0,1.0,0.0,0.0,0.0,0.0,Low,High Floor
flat,sector 86,0.87,2.0,2.0,1,New Property,1232.0,0.0,0.0,0.0,0.0,1.0,0.0,Low,High Floor
flat,sector 25,3.4,4.0,4.0,3,Old Property,2744.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 49,4.16,5.0,4.0,3+,Relatively New,3222.0,1.0,1.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 85,2.0,3.0,4.0,3,Relatively New,2300.0,0.0,1.0,0.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 70,1.1,2.0,2.0,2,New Property,1027.0,1.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 95,0.4,2.0,2.0,2,New Property,571.0,0.0,0.0,0.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 99a,1.3,3.0,3.0,0,Relatively New,1997.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sector 65,5.4,3.0,4.0,3,Moderately Old,2698.0,1.0,1.0,0.0,0.0,0.0,0.0,high,High Floor
house,sector 7,0.45,3.0,2.0,0,Old Property,1000.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 54,11.0,4.0,6.0,3,Relatively New,2829.0,0.0,1.0,0.0,0.0,0.0,2.0,Medium,Mid Floor
flat,sector 61,1.6,2.0,2.0,2,New Property,1278.0,1.0,0.0,0.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 77,1.2,3.0,3.0,3,Relatively New,1822.0,0.0,0.0,0.0,0.0,0.0,1.0,Low,High Floor
flat,sohna road,0.25,2.0,2.0,1,Relatively New,535.0,0.0,0.0,0.0,1.0,0.0,1.0,Medium,Low Floor
flat,sector 90,1.65,4.0,4.0,3+,Moderately Old,2141.0,0.0,1.0,0.0,0.0,0.0,0.0,Medium,High Floor
